text,substance_label,symptom_labels
"Eighty-two patients with various malignancies who received imipenem/cilastatin 143 times for neutropenic fever between March 1994 and October 1999 in Department of Pediatric Oncology, Gazi University, were identified.",none,['adverse_event']
"In the first case oligo-anuric renal failure occurred on the thirteenth day of treatment, after the patient had taken only 9 doses of medication.",none,['none']
"We enrolled eight out of 155 patients with advanced melanoma in a multicentre phase II trial that evaluated the activity and tolerability of ipilimumab, a fully human, anti-CTLA-4 monoclonal antibody ( www.clinicaltrials.gov ; NCT00289627; CA184-008).",none,['none']
Two cases are presented that illustrate a possible treatment role for ECT.,none,['none']
We report a case of ST elevation in right precordial leads compatible with type 1 Brugada syndrome following administration of propafenone in a patient with Wolff-Parkinson-White syndrome who was receiving lithium at concentrations within therapeutic levels.,none,['adverse_event']
"Given tardive dyskinesia (TD), clinicians and interdisciplinary teams should remain alert to the following client profile: (1) prescribed phenobarbital (or primidone), (2) prescribed neuroleptics, especially at high dosages, to control maladaptive behaviors, (3) failure of neuroleptic gradual minimal effective dose attempts, and (4) possible presence of behavioral procedures, especially intrusive procedures, to control maladaptive behaviors.",none,['none']
Both patients suddenly became hypotensive after injection of chymopapain into a disk.,none,['pain']
These situations must be recognized as potential problems and must be treated appropriately.,none,['none']
Symptoms mimicking Crohn's disease deteriorated under intensified immunosuppression and surgery.,none,['none']
"Toxicological analysis of the blood revealed GHB 165.6 mg/L, and 90.7 mg/L in the urine.",none,['none']
The overall response rate of these 24 refractory lymphomas to gemcitabine-containing regimens was 46%.,none,['none']
"However, 8 hrs after extubation, she gradually developed severe respiratory distress, requiring reintubation and mechanical ventilation.",none,['none']
Chinese and African populations.,none,['none']
"Two months after the incident, the choroid was normal appearing but the pars planitis was unchanged.",none,['none']
"Diagnostic criteria are GI symptoms, eosinophilic infiltration proven by biopsy of the GI tract, and absence of parasitic infection.",none,['none']
"Antiasthmatic medications were prescribed, but the asthma symptoms did not improve.",none,['none']
Clinical characteristics of the corneal infiltrates resembled staphylococcal-immune infiltrates.,none,['none']
"The most common side effects associated with amifostine are nausea, vomiting, hypotension, hypocalcemia and allergic reactions.",none,"['nausea', 'vomiting']"
The clinical and laboratory findings in two cases of aerobic Corynebacterium Group JK infection of cerebrospinal fluid (CSF) shunts are described.,none,['none']
1. Nine patients in whom acute non-lymphoblastic leukemia (ANLL) developed following prolonged alkylating agent therapy are described.,none,['none']
"But if necessary, when deciding which agent to use, the clinician should consider the mechanism by which the body clears TNF-alpha.",none,['none']
"We hypothesize that caffeine toxicity injured the muscle cells, which were fragile due to the potassium depletion induced by the coexisting hyponatremia, to result in unusually severe rhabdomyolysis.",none,['adverse_event']
"Compared to patients without TD, patients with TD had a long duration of illness and clozapine treatment; all had the orolingual type of TD.",none,['none']
"Rarely, it can rupture, resulting in peritonitis and gram-negative sepsis.",none,['none']
Treatment of severe lactic acidosis with dichloroacetate.,none,['none']
Patient B developed perioral and upper extremity paresthesias during the fourth cycle of CAP alone (2500 mg/m2).,none,['adverse_event']
"A 6-year-old boy received renal transplantation and was treated with methylprednisolone, cyclosporine A and mizoribine.",none,['none']
CASE REPORT: Two of our patients with history of ingestion of carbamazepine were tested positive on screening with the tricyclic antidepressant immunoassay.,none,['none']
"CASE SUMMARY: A 71-year-old woman with a history of malignant mixed mesodermal tumor involving the uterus, cervix, and vagina was admitted because of local recurrence.",none,['none']
Intravenous azithromycin-induced ototoxicity.,none,['adverse_event']
The favourable influence of PCS on the depressive syndrome is considered to be largely linked to the anticholinergic effect of the drugs.,none,['none']
"Exacerbation of 5-FU dermatologic toxicities in patients with preexisting conditions suggests the importance of aggressive ocular prophylaxis, using frequent ocular lubrication and topical steroid preparations with concurrent medical management of pre-existing dermatologic conditions.",none,['adverse_event']
"A 77 year old male was referred with abdominal pain, jaundice and elevated transaminase levels.",none,['pain']
"In four eyes, the RPE tear developed after one PDT, in one eye the RPE tear developed after the second PDT, and in two eyes the RPE tear developed after the third PDT.",none,['none']
"Long-term treatment in gut neuroendocrine tumours, efficacy of oral administration, and possible use in non-tumoural inappropriate TSH hypersecretion.",none,['none']
"If there are inconsistencies between levothyroxine products, resultant deleterious effects on the therapeutic stability of patients with hypothyroidism may undermine cost savings that might be incurred by such a change.",none,['none']
These results suggest the feasibility and effectiveness of multicyclic DI-CT and the usefulness of ABPCT as a treatment option for relapsed SCLC.,none,['none']
"However, as with botulinum toxin type A (BTX-A) it has off-label uses, such as for hyperhidrosis, focal dystonias, spasticity, and facial wrinkles.",none,['none']
There was no family history of similar lesions.,none,['none']
Renal failure after high-dose methotrexate in a child homozygous for MTHFR C677T polymorphism.,none,['adverse_event']
"At 16th month after transplantation, elevation of serum aminotransfereases was observed.",none,['none']
"At the end of his fifth cycle of sunitinib therapy, the patient complained of the development of abnormally large mammary glands associated with pain and peri-areolar erythema.",none,['pain']
Histological examination of the dacryolith suggested its derivation from breakdown products of adrenaline.,none,['adverse_event']
Thrombocytosis under ciprofloxacin and tazobactam/piperacillin.,none,['adverse_event']
"Aminoglycoside-induced renal tubular dysfunction could result in diffuse damage or manifest as a Fanconi-like syndrome, Bartter-like syndrome, or distal renal tubular acidosis.",none,['none']
The risks of sumatriptan administration in patients with unrecognized subarachnoid haemorrhage (SAH).,none,['none']
"CASE PRESENTATION: Three cases of Leishmania infantum leishmaniasis in corticosteroid (CS)-treated patients are reported: an isolated lingual leishmaniasis in a farmer treated with CS for asthma, a severe visceral leishmaniasis associated with cutaneous lesions in a woman with myasthenia gravis, and a visceral involvement after cutaneous leishmaniasis in a man receiving CS.",none,['adverse_event']
Phenytoin-induced hypersensitivity reactions.,none,['adverse_event']
In our case no complications developed from the treatment and the patient's visual loss and renal function improved.,none,['none']
Posterior circulation hyperperfusion syndrome after bilateral vertebral artery intracranial stenting.,none,['none']
"Radiation myelopathy is a rare, devastating, late effect of radiotherapy to the spinal cord.",none,['none']
"In this article, we describe another case of subcutaneous changes following repeated glatiramer acetate injection, presented as localized panniculitis in the area around the injection sites, in a 46-year-old female patient who was treated with glatiramer acetate for 18 months.",none,['adverse_event']
We describe a case of severe aplastic anemia (AA) that was probably induced by lenalidomide.,none,['adverse_event']
This shows that sertraline has potent interactions with lamotrigine metabolism.,none,['none']
"As of December 1998, only mild ectropion persisted.",none,['none']
One patient received moxalactam as part of the combination therapy for diffuse pulmonary infiltration during renal transplant rejection.,none,['none']
"These preliminary data suggest that low-dose cidofovir may be tolerated, even among renal transplant recipients with significant renal dysfunction due to BKVN.",none,['none']
Intravenous cytarabine and methotrexate appear to act synergistically to enhance the potential for central nervous system toxicity.,none,['adverse_event']
"Glutathione levels were low before treatment, and increased during treatment.",none,['none']
RESULTS: The treated rabbit eyes and the control eyes showed no light microscopic evidence of ocular toxicity at 1 month following injection.,none,['none']
Oral 25-hydroxyvitain D3 in treatment of osteomalacia associated with ileal resection and cholestyramine therapy.,none,['adverse_event']
The patient was intubated with ventilator support and improved after his metabolic acidosis resolved.,none,['none']
"Four years after the beginning of IFN therapy, he acutely developed moderate hyperglycemia and severe ketonuria with positive islet cell antibody, and then 28 units/day of insulin injection was started.",none,['adverse_event']
Chronic cystoid macular edema that does not respond to topical nonsteroidal antiinflammatory drops may resolve with intravitreal triamcinolone but not with bevacizumab.,none,['none']
A possible mechanism for focal neurological deficit in brain-damaged patients on phenytoin therapy is discussed.,none,['adverse_event']
"Pancreatitis is a very rare adverse effect associated with the use of amiodarone, and only four cases of amiodarone-induced pancreatitis have been reported in literature.",none,['adverse_event']
"Magnesium sulfate, a saline laxative, is often used for treatment of intestinal impactions in horses.",none,['none']
"One complication is toxic leukoencephalopathy, which is due to a direct toxic effect of chemotherapeutic agents on the central nervous system white matter.",none,['none']
"The authors present a case study of a mentally healthy man who repeatedly experienced short-lived, obsessional-like suicidal ideas and images after ingestion of the anti-fungal drug ketoconazole.",none,['adverse_event']
Screening for celiac disease with detection of anti-endomysium antibodies would be done in susceptible patients.,none,['none']
Acute left atrial thrombosis during anticoagulant therapy in a patient with antithrombin deficiency.,none,['none']
Severe flare-up in a prostate cancer patient treated with luteinizing hormone-releasing hormone analogue depot.,none,['none']
Risk of abuse of diphenhydramine in children and adolescents with chronic illnesses.,none,['none']
"These findings suggest that clozapine-induced seizures can be successfully treated, that gradual dose titration can reduce the likelihood of further episodes of seizures and that concomitant use of a suitable mood stabilizer/anti-epileptic medication can improve the outcome of treatment-resistant schizophrenia.",none,['seizure']
Nephrotic syndrome in strongyloidiasis: remission after eradication with anthelmintic agents.,none,['none']
CONCLUSIONS: Choroidal detachment can occur in surgically untreated eyes after use of a topical carbonic anhydrase inhibitor.,none,['none']
Pathological features and a considerable improvement in myocardial function after withdrawal implicated the exogenous catecholamine excess in the pathogenesis of the cardiomyopathy.,none,['none']
"Multiple complications of propylthiouracil treatment: granulocytopenia, eosinophilia, skin reaction and hepatitis with lymphocyte sensitization.",none,['adverse_event']
"Further studies are necessary to evaluate whether the study of HLA antigens may be a very useful tool to detect the patients with a predisposition to develop autoimmune thyroiditis, in order to make a early diagnosis of thyroid disorders during the IFN-alpha treatment.",none,['adverse_event']
"We propose that the reactions may represent local manifestations of heightened delayed hypersensitivity, mounted by increasing numbers of 'resuscitated' lymphocytes against immunogenic cell wall substances released from dying tubercle bacilli in patients whose level of cellular immunity is being enhanced as a result of chemotherapy.",none,['none']
MATERIAL AND METHODS-A 50-year-old woman was followed-up for 15 years clinically and paraclinically after a heavy PHT intoxication.,none,['none']
"This patient, a 29 year old male, suffered from grand mal epilepsy for about 12 years, and he had been treated with anticonvulsive drugs.",none,['none']
"In the previous four patients treated with cidofovir the outcome was discouraging, as was the case in this patient.",none,['none']
Recombinant factor VIIa has been licensed in the United Kingdom since 1996 for the control of bleeding in hemophilic patients who are actively bleeding or are about to undergo surgery.,none,['none']
Ulcer became worse after tobramycin and gentamycin treatment for 2 days.,none,['adverse_event']
"Despite this, the lesions worsened in severity.",none,['none']
Very few cases of rituximab administration during pregnancy have been described.,none,['none']
Reversible cardiomyopathy caused by administration of interferon alpha.,none,['adverse_event']
"Sudden death in an infant from methemoglobinemia after administration of ""sweet spirits of nitre"".",none,['adverse_event']
Ceftriaxone-induced fixed drug eruption: first report.,none,['adverse_event']
"A 27-year-old man who had a history of bronchial asthma, eosinophilic enteritis, and eosinophilic pneumonia presented with fever, skin eruptions, cervical lymphadenopathy, hepatosplenomegaly, atypical lymphocytosis, and eosinophilia two weeks after receiving trimethoprim (TMP)-sulfamethoxazole (SMX) treatment.",none,['adverse_event']
One patient with a chromosome 22q11.2 deletion and Evans syndrome is reported in this paper.,none,['none']
A case report.,none,['none']
These pauses were always preceded by the short P-P intervals and were usually followed by one or two P-P intervals of 0.92-0.95 s representing the basic sinus cycle.,none,['none']
(4) The acute rehabilitation of a 21-year-old woman with systemic lupus erythematosus and a history of 14 laparotomies due to severe acute pancreatitis and multiple gut perforations.,none,['none']
"At a six-month follow up, her skin lesions improved and there was no recurrence of neurologic symptoms.",none,['none']
"During this time, she was exposed to chickenpox.",none,['none']
Fatal complication of intravesical formalin during control of intractable hemorrhage from radiation cystitis.,none,['adverse_event']
Our study presents a new aspect of the benefit of STN stimulation with regard to drug-induced non-motor symptoms in patient with PD.,none,['none']
"Triglyceride levels decreased from 1450 to 337 mg/dl (76.8%) and from 1985 to 322 mg/dl (83.8%), respectively, after 10 months of therapy.",none,['none']
"A 5-year-old boy presented with abdominal pain, nausea and vomiting of blood.",none,"['nausea', 'vomiting', 'pain']"
"Narcolepsy, paranoid psychosis, and analeptic abuse.",none,['none']
"Constrictive pericarditis has been defined classically as a progressive condition, characterized by pericardial fibrosis, with or without calcification, which results in chronic refractory congestive heart failure and for witch pericardiectomy is often required.",none,['none']
Gastric candidiasis.,none,['none']
"Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis.",none,['adverse_event']
This is a report of a renal transplant patient with Pneumocystis pneumonia who developed chemical cellulitis and ulceration following the extravasation of intravenous pentamidine into the soft tissues of the left hand and forearm.,none,['adverse_event']
"The frequency and relationship of granulocytopenia caused by sustained-release procainamide in patients with tachyarrhythmias are briefly discussed, and prior reported cases are reviewed.",none,['adverse_event']
The development of nephrotic-range proteinuria after renal transplantation is an unfavourable prognostic factor for graft survival.,none,['none']
She subsequently haemorrhaged into the infarcted area with residual neurological deficits.,none,['none']
Recovery occurred within 2 months with supportive treatment.,none,['none']
"RESULTS: The study patients were observed up to 4 years, and none of them reported any problems.",none,['none']
"Computed tomography (CT) of the brain showed only mild right-sided hydrocephalus, and was negative for intracranial hemorrhage and intracranial mass.",none,['none']
"However, after a few months of treatment, apomorphine was ineffective in stopping abnormal movements, even when doses were increased.",opioid,['none']
The management of further bleeding in these patients is difficult.,none,['none']
We describe the development of methicillin-resistant Staphylococcus aureus osteomyelitis of the scaphoid in a 49-year-old man from an infection occurring around a catheter in the radial artery.,none,['none']
Retinal dysfunction and anterior segment deposits in a patient treated with rifabutin.,none,['adverse_event']
The restrictive lung disease progressed despite cessation of sulfasalazine and initiation of corticosteroid therapy.,none,['none']
"We report the specifics of 12 cases of severe hypertension after the intraoperative use of topical phenylephrine, submucosal epinephrine, or both.",none,['adverse_event']
Pamidronate treatment of hypercalcemia caused by vitamin D toxicity.,none,['none']
"This case illustrates that a small number of subjects with severe asthma receiving high-dose CS need to be considered as a separate, high-risk group for developing disseminated varicella.",none,['none']
MEASUREMENTS AND MAIN RESULTS: A 37-yr-old female with recently diagnosed acute myelogenous leukemia was admitted to the ICU with mental status changes and progressive dyspnea requiring intubation and mechanical ventilation.,none,['dyspnea']
Jaw osteonecrosis associated with use of bisphosphonates and chemotherapy: paradoxical complication of treatment of bone lesions in multiple myeloma patients.,none,['none']
Medical treatment was continued for 6 mth.,none,['none']
"A presumptive diagnosis of severe bronchospasm was made, and aggressive bronchodilator therapy was instituted.",none,['none']
"Several recent series have suggested that, in most cases, CMV reactivation does not lead to severe complications and resolves spontaneously with the UC flare and discontinuation of immunosuppression.",none,['none']
Thrombolytic therapy with tissue plasminogen activator (tPA) for acute myocardial infarction may result in major bleeding complications such as gastrointestinal or intracranial bleeding.,none,['adverse_event']
Black cohosh and other herbal remedies associated with acute hepatitis.,none,['none']
Serum creatinine increased to 6.1 mg/dL on day 4 of admission from a baseline of 1.0 mg/dL.,none,['none']
Flutamide withdrawal syndrome is characterized by a decrease in prostate-specific antigen (PSA) after flutamide withdrawal in a subset of patients with progressing metastatic carcinoma of the prostate.,none,['adverse_event']
Eleven milliliters of clear yellow fluid was collected via abdominocentesis.,none,['none']
We report a case of fulminant MH associated with a ketoacidotic diabetic coma.,none,['none']
"To our knowledge, broken heart syndrome after opioid withdrawal has not been reported previously in an adult.",none,['none']
"Some aspects of DEM overlap with neuromyelitis optica (NMO), another demyelination disease of CNS that was for a long time regarded as part of the MS spectrum, until discovery of the aquaporin-4 antibodies, claimed to be specific for NMO.",none,['none']
A diagnosis of masked theophylline poisoning should be considered in similar situations involving a rapid decrease of insulin requirements.,none,['adverse_event']
Intravenous injection of diazepam caused a rapid normalization of the EEG with disappearance of the clinical manifestations.,none,['none']
Case report and literature review.,none,['none']
A coronary arteriogram five hours after the onset of symptoms revealed total occlusion of the left anterior descending coronary artery.,none,['none']
This patient rapidly progressed from mild neurotoxicity to fatal encephalopathy after one dose of intrathecal methotrexate during his third cycle of chemotherapy.,none,['adverse_event']
Treatment of the chorea led to rapid resolution of her psychiatric symptoms.,none,['none']
"Although rare, there have been reported cases of primary cutaneous T-cell lymphoma occurring in this population.",none,['none']
"At the onset of the ST elevation, all patients were receiving dopamine infusion, which in four of them was inadvertently increased shortly before the ECG changes, the ST elevation was not associated with chest pain, pericardial friction rub, or acute changes in the heart rate, or arterial blood pressure.",none,['pain']
"Within minutes, he experienced an adverse reaction consisting of bilateral pruritus of the feet, which quickly progressed to his head; diaphoresis; nausea; vomiting; facial pallor; and hives.",none,"['nausea', 'vomiting', 'pruritus']"
"In case of normal endometrial cells in the Pap smear, a careful evaluation should be performed.",none,['none']
The presentation and progression of drug-induced ocular cicatricial pemphigoid can be variable.,none,['none']
Torsade de pointes associated with moxifloxacin: a rare but potentially fatal adverse event.,none,['adverse_event']
"This patient was using industrial strength glue to reattach a chipped tooth for approximately 1 year, and such use was associated with chronic exposure of his oral mucosa to this glue.",none,['none']
PURPOSE: To report a new adverse effect related to treatment with bimatoprost.,none,['none']
"Interferon-induced psychosis as a ""psychiatric contraindication"" to hepatitis C treatment: a review and case-based discussion.",none,['adverse_event']
Neurological presentation of Wilson's disease in a patient after liver transplantation.,none,['none']
"The isolate was resistant to amphotericin B in vitro, and the patient was successfully managed with surgical debridement and the recently licensed antifungal agent caspofungin.",none,['none']
"METHODS: Double-blind, placebo-controlled titrated oral challenges with pancreatic enzymes resulted in definite vomiting within 1 to 1.5 hours after challenges with Viokase and Pancrease MT 16, but not with placebo.",none,['vomiting']
The possible cause could be rebound enlargement after initial atrophy caused by these drugs.,none,['none']
"Within weeks of initiation of baclofen treatment, the hiccups ceased.",none,['none']
Aluminum infusions should be used with caution in patients with renal failure.,none,['none']
Both the longitudinal melanonychia and the multiple skin cancers first appeared after approximately 6 months of hydroxyurea treatment.,none,['adverse_event']
Transtentorial herniation caused by an intracranial mass lesion following high-dose methotrexate.,none,['adverse_event']
It should be recognized that ibuprofen may be associated with salt and water retention in the same fashion as previously described with phenylbutazone and indomethacin.,none,['adverse_event']
"This report describes a case of flucytosine-associated ulcerating enteritis in which the small bowel x-ray demonstrated severe luminal narrowing, ulceration, and marked separation of loops of bowel.",none,['adverse_event']
"When rechallenged with the same drug 6 months later, he developed hypothyroidism.",none,['none']
Antifungal therapy was given but her condition deteriorated and she died.,none,['none']
Its prevalence in rheumatoid arthritis (RA) has been estimated from several retrospective and prospective studies to range from 0.3% to 18%.,none,['none']
"Perhaps rashes during infectious mononucleosis in association with other antibiotics are actually more common, but just not recognized.",none,['rash']
Serial serum lithium levels were also obtained.,none,['none']
Central venous catheters deliver life-prolonging medications to Group IVC AIDS patients.,none,['none']
The basis of the temporal dissociation of serum lithium levels from the clinical manifestations of lithium intoxication remains uncertain.,none,['none']
"On December 24, serum CK was 839 IU/L and myoglobin was 91 U/L and the patient was discharged.",none,['none']
"However, an intradermal test was positive to cloxacillin (2 mg/ml) in case 2.",none,['none']
"Because thrombolysis of giant thrombi may be ineffective, patients in this situation may require surgery.",none,['none']
"Tumors shown to produce peptides other than gastrin, for example ACTH, were found to be markedly resistant to the action of SMS and continued to grow in an unbridled manner.",none,['none']
"Herbal remedies are commonly used for psychiatric problems, but there is virtually no data about the use of these substances by young persons or by patients in treatment.",none,['none']
"The sensory overload is treatable with oral potassium gluconate, with onset of the therapeutic effect in approximately 20 minutes.",none,['none']
"Autopsy demonstrated extensive necrosis of the tumor mass, as well as necrotizing vascular damage within the neoplasm.",none,['none']
Brugada syndrome whose ST-segment changes were enhanced by antihistamines and antiallergenic drugs.,none,['none']
"Since the corneal keratinization clinically improved with conservative management, surgical intervention was not required.",none,['none']
OBJECTIVE: To propose clonazepam for use in the empiric treatment of shooting/shocking phantom limb pain.,none,['pain']
Isonicotinic acid hydrazide induced anagen effluvium and associated lichenoid eruption.,none,['adverse_event']
Essential thrombocythemia is characterized by increased incidence of thrombosis with arterial event more than venous events and hemorrhagic complications.,none,['none']
"We report (to our knowledge, for the first time in a child) the emergence of psychosis in a 12-year old white girl with an increased efavirenz concentration and heterozygous gene polymorphism of the CYP2B6-G516T.",none,['adverse_event']
Celiac disease onset after pegylated interferon and ribavirin treatment of chronic hepatitis C.,none,['adverse_event']
"Panhypogammaglobulinaemia is a rare complication of systemic lupus erythematosus (SLE), but its cause and mechanism are unclear.",none,['none']
This case report illustrates the use of continuous high-dose intracoronary nitroglycerin infusion through a 6 French coronary guiding catheter in the treatment of a patient with cocaine-induced refractory coronary vasospasm.,stimulant,['adverse_event']
A 55-year-old woman developed symptoms suggestive of hepatitis 12 weeks after first receiving methyldopa for hypertension.,none,['adverse_event']
"Toxicity occurred more frequently in those who received IM, and therefore high-dose, reserpine.",none,['none']
We report the case of an iatrogenically immunosuppressed patient who presented with a massive upper gastrointestinal hemorrhage that was caused by Kaposi's sarcoma of the stomach.,none,['none']
"We describe a 63 year old woman with a suppurative mediastinitis, treated with continuous PI irrigation who developed an acute oliguric renal failure.",none,['adverse_event']
A report on two cases and literature review.,none,['none']
Immediate pain relief was accompanied by short lasting respiratory depression and drowsiness.,none,"['drowsiness', 'pain']"
Cholestatic liver disease with ductopenia (vanishing bile duct syndrome) after administration of clindamycin and trimethoprim-sulfamethoxazole.,none,['adverse_event']
"Pheripheral edema was observed in five female patients after taking proton pump inhibitors omeprazole, lansoprazole, or pantoprazole for 7-15 days for peptic acid diseases in recommended standard doses.",none,['adverse_event']
"The primary goal is to identify and treat the underlying disorder, while minimizing the impact on hemoglobin (Hb) levels.",none,['none']
She presented the same symptoms after oral intake of metamizole.,none,['none']
A fifty-seven-year-old man with acute MI was admitted to the intensive cardiac care unit and received streptokinase and heparin.,none,['none']
This was not associated with hemorrhagic problems.,none,['none']
"OBJECTIVE: To report a possible drug interaction between the combination of fluorouracil (5-FU), levamisole, and warfarin.",none,['none']
"In late 2000, pulmonary symptoms developed.",none,['none']
Three patients (19%) required mechanical ventilation because of deep coma or shock and died within 6 hours.,none,['none']
The authors report a case of urinary incontinence (UI) that occurred in a woman after administration of venlafaxine.,none,['adverse_event']
The infection was treated successfully with systemic and intrathecal antibiotics without removal of the catheters.,none,['none']
The effect of SERMs on the endometrium.,none,['none']
"The range of diagnostic possibilities is wide, noninvasive diagnostic procedures have little utility, and the drugs available for empirical therapy have toxic effects that are sometimes severe.",none,['none']
Linezolid treatment of prosthetic hip Infections due to methicillin-resistant Staphylococcus aureus (MRSA).,none,['none']
"Despite early complete paraplegia, some neurological and functional recovery was observed.",none,['none']
CPSs sometimes breach the transverse foramen without rupture of the VA.,none,['none']
"A 16-year-old boy developed fever, generalized rigidity, leukocytosis, and increased serum transaminase and creatine kinase levels while receiving treatment with olanzapine and lithium.",none,['adverse_event']
"We report a 4-year-old girl who presented with acute bilateral blindness, a focal seizure and hypertension 10 days after commencing oxybutynin to treat enuresis.",none,['seizure']
We report a 78-year-old man who had acute unilateral total visual loss after retrogasserian phenol injection for the treatment of trigeminal neuralgia.,none,['adverse_event']
"On day 15 of cycle 1, he reported progressive worsening of weakness and fatigue, and melena.",none,['fatigue']
"After four months, while receiving RH, he developed painful bilateral gynaecomastia.",none,['pain']
"A patient with monocular open-angle glaucoma had trichiasis, a condition associated with the use of a prostaglandin analog.",none,['adverse_event']
Bilateral simultaneous achilles tendon ruptures.,none,['none']
"Later in the clinical course, the myoclonus became stimulus sensitive and was induced by tendon tap given anywhere on the body, with the latency ranging from 50 to 150 ms irrespective of the sites of tapping.",none,['none']
Thiopurines such as azathioprine (AZA) and 6-mercaptopurine are frequently used for the treatment of inflammatory bowel diseases.,none,['none']
Possible serotonin syndrome associated with clomipramine after withdrawal of clozapine.,none,['adverse_event']
"Many months after termination of the chemotherapy and 15 months after placement, she presented with bowel contents per vagina.",none,['none']
Successful bone marrow transplantation from an unrelated donor in a patient with adult T cell leukemia.,none,['none']
We describe a 69-year-old female who received tigecycline for treatment of a complicated skin and skin-structure infection.,none,['none']
Phenylephrine dosages for topical use ranged from 50 to 367 times greater than the i.v. dose required to increase arterial pressure by 50% in anesthetized dogs.,none,['none']
Continued occurrence of Accutane-exposed pregnancies.,none,['none']
A 50-year-old male patient was started on erlotinib as a third-line chemotherapy.,none,['none']
"The diagnostic pitfalls are discussed with the case, and the need for careful interpretation of laboratory findings in conjunction with clinical signs is emphasized.",none,['none']
During this time the corneal infiltrate became less prominent but visual acuity remained impaired by both corneal opacity and cataract.,none,['none']
"Two cases of lepromatous leprosy with erythema nodosum leprosum who were on high doses of clofazimine, showed discoloration of nail plate, subungual hyperkeratosis and onycholysis.",none,['adverse_event']
Radiation pneumonia complicating adjuvant cytotoxic chemotherapy.,none,['none']
They suggest that lithium-antidepressant combination can precipitate this syndrome.,none,['none']
We describe a patient with M4 AML treated with standard chemotherapy followed by G-CSF who developed marked monocytosis on day 8 of G-CSF therapy.,none,['adverse_event']
"Its overall toxicity is considerably less compared to standard induction chemotherapy; however, it is associated with a high incidence of a potentially fatal symptom complex referred to as ""retinoic acid syndrome."" This report describes a patient with APL who developed the syndrome a few weeks after initiating induction therapy with ATRA despite being treated for hyperleukocytosis.",none,['adverse_event']
Late free-flap salvage has been described with poor long-term results.,none,['none']
"Despite vigorous therapy, severe hypoventilation and hypoxemia persisted with mechanical ventilation.",none,['none']
Mitomycin-C is used widely in the treatment of malignancies and is associated with serious dose related adverse effects including the occurrence of hemolytic uremic syndrome.,none,['adverse_event']
We therefore strongly argue in favor of extended screening recommendations for infectious diseases including viral infections before considering a therapy with infliximab.,none,['none']
"OBJECTIVES: The examination of potential associations between Graves' disease and thyrotropin-producing pituitary adenoma (TSHoma) after treatment using octreotide, and of the expression of peroxisome proliferator-activated receptor gamma (PPAR gamma).",none,['none']
Reye syndrome (RS) is believed to occur infrequently among children receiving long-term aspirin therapy.,none,['adverse_event']
"In particular, combined oral contraceptives (COCs) are known to enhance the risk for VTE and are therefore contraindicated.",none,['none']
Interstitial fibrosis of the lung is a potential complication of methotrexate therapy for psoriasis.,none,['adverse_event']
Animal studies suggest that incontinence secondary to serotonergic antidepressants could be mediated by the 5HT4 receptors found on the bladder.,none,['none']
"In both patients with a SAH caused by an aneurysm, transcranial Doppler sonography demonstrated vasospasm of the basal cerebral arteries.",none,['none']
A 54-year-old man developed TEN 4 weeks after beginning lamotrigine for complex partial seizures related to a glioblastoma multiforme brain tumor.,none,['seizure']
"The increased use of cytostatic drugs, which are sometimes used in combination chemotherapy, may result in new and unusual cutaneous side effects.",none,['none']
Cutaneous sarcoidosis during interferon alfa and ribavirin treatment of hepatitis C virus infection: two cases.,none,['adverse_event']
A 61 year-old male patient developed gynecomastia after starting theophylline.,none,['adverse_event']
We report a case of visceral leishmaniasis in a 38-year-old renal transplant recipient living in an endemic country.,none,['none']
"CLINICAL FINDINGS: On auscultation of the lungs and air sacs, crackles were detected; the abdomen was distended and fluctuant on palpation.",none,['none']
"When tested in ferrets, the mutant virus had less virulence than the parent; however, it had a growth preference over the parent in zanamivir-treated animals.",none,['none']
"The case of a 32-year-old man with schizophrenia and narcolepsy, two seemingly unrelated disorders, is discussed from the perspective of the diagnostic and therapeutic challenges raised by their coexistence.",none,['none']
CONCLUSIONS: This study confirmed that in most patients MTX-induced liver cirrhosis is not aggressive.,none,['adverse_event']
Nocardia Asteroides was isolated from fine-needle aspiration material of the thyroid abscess.,none,['none']
Proteinuria resolved after the initiation of oral prednisolone therapy (1 mg/kg per day).,none,['none']
53-year-old woman with a history of deep vein thrombosis and pulmonary embolism was receiving warfarin to prevent thromboembolic complications; her international normalized ratio (INR) had been stable for 1 month.,none,['none']
"Gynecomastia in epileptics treated with phenobarbital, phenytoin and fluoresone: two case reports.",none,['adverse_event']
"We present a case of drug-induced acute interstitial nephritis (AIN), complicated with ARF, in a 2(1/2) -year-old girl with active INS.",none,['none']
"We report the case of a lung cancer patient with bronquiloalveolar carcinoma (BAC) presenting with BOOP after chemotherapy with docetaxel and gemcitabine producing severe respiratory insufficiency, and simulating a progression of the tumor.",none,['adverse_event']
"Gemcitabine is a known risk factor for hemolytic uremic syndrome (HUS), which can often have a rapidly fatal clinical course despite intervention with steroids, plasmapheresis and hemodialysis.",none,['adverse_event']
1). There was no involvement of other intertriginous sites and there were no associated systemic symptoms.,none,['none']
"The reversal of heparin by protamine may cause severe hemodynamic deterioration, characterized by systemic hypotension, pulmonary hypertension, and bronchoconstriction.",none,['adverse_event']
